,html,is_article
173,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-WSJ-0001469475""><a aria-label=""Warehouse Availability Surges to Highest Level Since the Pandemic"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/warehouse-availability-surges-to-highest-level-since-the-pandemic-bf1e0724?mod=hp_minor_pos13"" tabindex=""0""><img alt=""Warehouse Availability Surges to Highest Level Since the Pandemic"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-908311?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-908311?width=180&amp;height=120, https://images.wsj.net/im-908311?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908311?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908311?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Warehouse Availability Surges to Highest Level Since the Pandemic"" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/warehouse-availability-surges-to-highest-level-since-the-pandemic-bf1e0724?mod=hp_minor_pos13""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Warehouse Availability Surges to Highest Level Since the Pandemic</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a></h3></article>",1
174,"<a aria-label=""Warehouse Availability Surges to Highest Level Since the Pandemic"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/warehouse-availability-surges-to-highest-level-since-the-pandemic-bf1e0724?mod=hp_minor_pos13"" tabindex=""0""><img alt=""Warehouse Availability Surges to Highest Level Since the Pandemic"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-908311?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-908311?width=180&amp;height=120, https://images.wsj.net/im-908311?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908311?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908311?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Warehouse Availability Surges to Highest Level Since the Pandemic"" width=""180""/></a>",0
175,"<a class="""" href=""https://www.wsj.com/articles/warehouse-availability-surges-to-highest-level-since-the-pandemic-bf1e0724?mod=hp_minor_pos13""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Warehouse Availability Surges to Highest Level Since the Pandemic</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a>",2
176,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001457878""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/new-disruptions-geopolitics-hang-over-2024-supply-chains-6fca8f1e?mod=hp_minor_pos14""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">New Disruptions, Geopolitics Hang Over 2024 Supply Chains</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">7 min read</span></span></span></a></h3></article>",1
177,"<a class="""" href=""https://www.wsj.com/articles/new-disruptions-geopolitics-hang-over-2024-supply-chains-6fca8f1e?mod=hp_minor_pos14""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">New Disruptions, Geopolitics Hang Over 2024 Supply Chains</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">7 min read</span></span></span></a>",2
178,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""SB11937219645879244241218684435223981526802""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://createsend.com/t/d-498701DF8F21E86C2540EF23F30FEDED?mod=hp_minor_pos15""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Today’s Logistics Report: Warehouse Vacancies Rising; Slamming Supplier Prices; Lilly Going Direct</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">1 min read</span></span></span></a></h3></article>",1
179,"<a class="""" href=""https://createsend.com/t/d-498701DF8F21E86C2540EF23F30FEDED?mod=hp_minor_pos15""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Today’s Logistics Report: Warehouse Vacancies Rising; Slamming Supplier Prices; Lilly Going Direct</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">1 min read</span></span></span></a>",2
180,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.wsj.com/pro/sustainable-business?mod=hp_minor_strap_6""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Sustainable Business</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
181,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-WSJ-0001468986""><a aria-label=""More People Are Selling Their Old Clothes Online. Governments Want Their Cut."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/more-people-are-selling-their-old-clothes-online-governments-want-their-cut-11ebbe67?mod=hp_minor_pos16"" tabindex=""0""><img alt=""More People Are Selling Their Old Clothes Online. Governments Want Their Cut."" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-363857?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-363857?width=180&amp;height=120, https://images.wsj.net/im-363857?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-363857?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-363857?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""More People Are Selling Their Old Clothes Online. Governments Want Their Cut."" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/more-people-are-selling-their-old-clothes-online-governments-want-their-cut-11ebbe67?mod=hp_minor_pos16""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">More People Are Selling Their Old Clothes Online. Governments Want Their Cut.</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a></h3></article>",1
182,"<a aria-label=""More People Are Selling Their Old Clothes Online. Governments Want Their Cut."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/more-people-are-selling-their-old-clothes-online-governments-want-their-cut-11ebbe67?mod=hp_minor_pos16"" tabindex=""0""><img alt=""More People Are Selling Their Old Clothes Online. Governments Want Their Cut."" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-363857?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-363857?width=180&amp;height=120, https://images.wsj.net/im-363857?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-363857?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-363857?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""More People Are Selling Their Old Clothes Online. Governments Want Their Cut."" width=""180""/></a>",0
183,"<a class="""" href=""https://www.wsj.com/articles/more-people-are-selling-their-old-clothes-online-governments-want-their-cut-11ebbe67?mod=hp_minor_pos16""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">More People Are Selling Their Old Clothes Online. Governments Want Their Cut.</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a>",2
184,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001468560""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/octopus-energy-has-texas-size-ambitions-6f11cfb8?mod=hp_minor_pos17""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Octopus Energy Has Texas-Size Ambitions</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a></h3></article>",1
185,"<a class="""" href=""https://www.wsj.com/articles/octopus-energy-has-texas-size-ambitions-6f11cfb8?mod=hp_minor_pos17""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Octopus Energy Has Texas-Size Ambitions</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a>",2
186,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001431762""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/low-battery-metal-prices-set-to-persist-in-2024-adding-friction-to-energy-transition-3773ba00?mod=hp_minor_pos18""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Low Battery Metal Prices Set to Persist in 2024, Adding Friction to Energy Transition</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a></h3></article>",1
187,"<a class="""" href=""https://www.wsj.com/articles/low-battery-metal-prices-set-to-persist-in-2024-adding-friction-to-energy-transition-3773ba00?mod=hp_minor_pos18""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Low Battery Metal Prices Set to Persist in 2024, Adding Friction to Energy Transition</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a>",2
188,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.wsj.com/news/heard-on-the-street?mod=hp_minor_strap_7""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Heard on the Street</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
189,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-WSJ-0001468806""><a aria-label=""Psychedelics Are Going Mainstream. Investing in Them Hasn’t."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/health/pharma/psychedelics-lsd-ketamine-psilocybin-mushrooms-investing-ptsd-d8f05e58?mod=hp_minor_pos19"" tabindex=""0""><img alt=""Psychedelics Are Going Mainstream. Investing in Them Hasn’t."" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-907367?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-907367?width=180&amp;height=120, https://images.wsj.net/im-907367?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-907367?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-907367?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Psychedelics Are Going Mainstream. Investing in Them Hasn’t."" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/health/pharma/psychedelics-lsd-ketamine-psilocybin-mushrooms-investing-ptsd-d8f05e58?mod=hp_minor_pos19""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Psychedelics Are Going Mainstream. Investing in Them Hasn’t.</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a></h3></article>",1
190,"<a aria-label=""Psychedelics Are Going Mainstream. Investing in Them Hasn’t."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/health/pharma/psychedelics-lsd-ketamine-psilocybin-mushrooms-investing-ptsd-d8f05e58?mod=hp_minor_pos19"" tabindex=""0""><img alt=""Psychedelics Are Going Mainstream. Investing in Them Hasn’t."" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-907367?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-907367?width=180&amp;height=120, https://images.wsj.net/im-907367?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-907367?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-907367?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Psychedelics Are Going Mainstream. Investing in Them Hasn’t."" width=""180""/></a>",0
191,"<a class="""" href=""https://www.wsj.com/health/pharma/psychedelics-lsd-ketamine-psilocybin-mushrooms-investing-ptsd-d8f05e58?mod=hp_minor_pos19""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Psychedelics Are Going Mainstream. Investing in Them Hasn’t.</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a>",2
192,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001472125""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/economy/jobs/the-job-market-can-stay-strong-without-rekindling-inflation-2ec39f3b?mod=hp_minor_pos20""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">The Job Market Can Stay Strong Without Rekindling Inflation</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a></h3></article>",1
193,"<a class="""" href=""https://www.wsj.com/economy/jobs/the-job-market-can-stay-strong-without-rekindling-inflation-2ec39f3b?mod=hp_minor_pos20""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">The Job Market Can Stay Strong Without Rekindling Inflation</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a>",2
194,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001146574""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/finance/stocks/heard-on-the-streets-stock-picking-contest-bbb58f00?mod=hp_minor_pos21""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Heard on the Street’s Stock-Picking Contest</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">1 min read</span></span></span></a></h3></article>",1
195,"<a class="""" href=""https://www.wsj.com/finance/stocks/heard-on-the-streets-stock-picking-contest-bbb58f00?mod=hp_minor_pos21""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Heard on the Street’s Stock-Picking Contest</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">1 min read</span></span></span></a>",2
196,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.barrons.com?mod=hp_minor_strap_8""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Barron’s</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
197,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-BAR-0000839065""><a aria-label=""Alaska Airlines Incident Is Another Blow for Boeing"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.barrons.com/articles/alaska-airlines-incident-blow-boeing-faa-cab35044?mod=hp_minor_pos22"" tabindex=""0""><img alt=""Alaska Airlines Incident Is Another Blow for Boeing"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.barrons.com/im-63942208?width=180&amp;height=120"" srcset=""https://images.barrons.com/im-63942208?width=180&amp;height=120, https://images.barrons.com/im-63942208?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.barrons.com/im-63942208?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.barrons.com/im-63942208?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Alaska Airlines Incident Is Another Blow for Boeing"" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.barrons.com/articles/alaska-airlines-incident-blow-boeing-faa-cab35044?mod=hp_minor_pos22""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Alaska Airlines Incident Is Another Blow for Boeing</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a></h3></article>",1
198,"<a aria-label=""Alaska Airlines Incident Is Another Blow for Boeing"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.barrons.com/articles/alaska-airlines-incident-blow-boeing-faa-cab35044?mod=hp_minor_pos22"" tabindex=""0""><img alt=""Alaska Airlines Incident Is Another Blow for Boeing"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.barrons.com/im-63942208?width=180&amp;height=120"" srcset=""https://images.barrons.com/im-63942208?width=180&amp;height=120, https://images.barrons.com/im-63942208?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.barrons.com/im-63942208?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.barrons.com/im-63942208?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Alaska Airlines Incident Is Another Blow for Boeing"" width=""180""/></a>",0
199,"<a class="""" href=""https://www.barrons.com/articles/alaska-airlines-incident-blow-boeing-faa-cab35044?mod=hp_minor_pos22""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Alaska Airlines Incident Is Another Blow for Boeing</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a>",2
200,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-BAR-0000839017""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.barrons.com/articles/alaska-air-flight-1282-boeing-max-6bfca7af?mod=hp_minor_pos23""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">FAA Orders Temporary Grounding of Many 737 MAX-9s After Midair Incident on Alaska Air Flight</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a></h3></article>",1
201,"<a class="""" href=""https://www.barrons.com/articles/alaska-air-flight-1282-boeing-max-6bfca7af?mod=hp_minor_pos23""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">FAA Orders Temporary Grounding of Many 737 MAX-9s After Midair Incident on Alaska Air Flight</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a>",2
202,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-BAR-0000839091""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.barrons.com/articles/dallas-fed-inflation-rate-hikes-4a468892?mod=hp_minor_pos24""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Dallas Fed President Says Rate Hikes Are Still On the Table</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a></h3></article>",1
203,"<a class="""" href=""https://www.barrons.com/articles/dallas-fed-inflation-rate-hikes-4a468892?mod=hp_minor_pos24""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Dallas Fed President Says Rate Hikes Are Still On the Table</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a>",2
204,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.marketwatch.com?mod=hp_minor_strap_9""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">MarketWatch</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
205,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-MKTW-0002862736""><a aria-label=""Getting fired changed my life in the best way: How to get through financial disasters and thrive"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.marketwatch.com/story/hows-that-for-bouncing-back-how-to-get-through-financial-disasters-6e4632cd?mod=hp_minor_pos25"" tabindex=""0""><img alt=""Getting fired changed my life in the best way: How to get through financial disasters and thrive"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.mktw.net/im-63014456?width=180&amp;height=120"" srcset=""https://images.mktw.net/im-63014456?width=180&amp;height=120, https://images.mktw.net/im-63014456?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.mktw.net/im-63014456?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.mktw.net/im-63014456?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Getting fired changed my life in the best way: How to get through financial disasters and thrive"" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.marketwatch.com/story/hows-that-for-bouncing-back-how-to-get-through-financial-disasters-6e4632cd?mod=hp_minor_pos25""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Getting fired changed my life in the best way: How to get through financial disasters and thrive</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></a></h3></article>",1
206,"<a aria-label=""Getting fired changed my life in the best way: How to get through financial disasters and thrive"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.marketwatch.com/story/hows-that-for-bouncing-back-how-to-get-through-financial-disasters-6e4632cd?mod=hp_minor_pos25"" tabindex=""0""><img alt=""Getting fired changed my life in the best way: How to get through financial disasters and thrive"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.mktw.net/im-63014456?width=180&amp;height=120"" srcset=""https://images.mktw.net/im-63014456?width=180&amp;height=120, https://images.mktw.net/im-63014456?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.mktw.net/im-63014456?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.mktw.net/im-63014456?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Getting fired changed my life in the best way: How to get through financial disasters and thrive"" width=""180""/></a>",0
207,"<a class="""" href=""https://www.marketwatch.com/story/hows-that-for-bouncing-back-how-to-get-through-financial-disasters-6e4632cd?mod=hp_minor_pos25""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Getting fired changed my life in the best way: How to get through financial disasters and thrive</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></a>",2
208,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-MKTW-0002826734""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.marketwatch.com/story/i-want-to-retire-at-55-in-a-country-with-free-health-care-my-spouse-will-draw-social-security-and-i-have-160-000-are-we-crazy-faaa6276?mod=hp_minor_pos26""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">I want to retire at 55 in a country with free health care. My spouse will draw Social Security, and I have $160,000. Are we crazy?</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a></h3></article>",1
