,html,is_article
214,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/953acd24-22f0-5bc5-a670-044132616224"" href=""https://www.nytimes.com/games/connections""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Connections</p><p class=""summary-class css-1hkeunz"">Group words that share a common thread.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2023/08/25/crosswords/alpha-connections-icon-original/alpha-connections-icon-original-square320.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a></section>",0
215,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/953acd24-22f0-5bc5-a670-044132616224"" href=""https://www.nytimes.com/games/connections""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Connections</p><p class=""summary-class css-1hkeunz"">Group words that share a common thread.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2023/08/25/crosswords/alpha-connections-icon-original/alpha-connections-icon-original-square320.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a>",0
216,"<section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Connections</p><p class=""summary-class css-1hkeunz"">Group words that share a common thread.</p></section>",0
217,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/8788a6e9-0db1-5c7c-a8e8-d82c37ccfdd0"" href=""https://www.nytimes.com/puzzles/spelling-bee""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Spelling Bee</p><p class=""summary-class css-1hkeunz"">Subscribers can now play puzzles from previous days.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2020/03/23/crosswords/spelling-bee-logo-nytgames-hi-res/spelling-bee-logo-nytgames-hi-res-square320-v4.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a></section>",0
218,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/8788a6e9-0db1-5c7c-a8e8-d82c37ccfdd0"" href=""https://www.nytimes.com/puzzles/spelling-bee""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Spelling Bee</p><p class=""summary-class css-1hkeunz"">Subscribers can now play puzzles from previous days.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2020/03/23/crosswords/spelling-bee-logo-nytgames-hi-res/spelling-bee-logo-nytgames-hi-res-square320-v4.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a>",0
219,"<section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Spelling Bee</p><p class=""summary-class css-1hkeunz"">Subscribers can now play puzzles from previous days.</p></section>",0
220,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/f7f1225d-6bba-5864-ad80-682122a9fbbf"" href=""https://www.nytimes.com/crosswords""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">The Crossword</p><p class=""summary-class css-1hkeunz"">Get clued in with wordplay, every day.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2020/03/23/crosswords/crossword-logo-nytgames-hires/crossword-logo-nytgames-hires-square320-v3.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a></section>",0
221,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/f7f1225d-6bba-5864-ad80-682122a9fbbf"" href=""https://www.nytimes.com/crosswords""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">The Crossword</p><p class=""summary-class css-1hkeunz"">Get clued in with wordplay, every day.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2020/03/23/crosswords/crossword-logo-nytgames-hires/crossword-logo-nytgames-hires-square320-v3.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a>",0
222,"<section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">The Crossword</p><p class=""summary-class css-1hkeunz"">Get clued in with wordplay, every day.</p></section>",0
223,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/32a19798-5ec1-5853-a32e-50a643f5d6a7"" href=""https://www.nytimes.com/crosswords/game/bonus/2024/01""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">January 2024 Bonus Puzzle</p><p class=""summary-class css-1hkeunz"">Try our pop culture crossword.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/05/crosswords/05bonus-puzzle-icon/05bonus-puzzle-icon-square320.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a></section>",0
224,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/32a19798-5ec1-5853-a32e-50a643f5d6a7"" href=""https://www.nytimes.com/crosswords/game/bonus/2024/01""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">January 2024 Bonus Puzzle</p><p class=""summary-class css-1hkeunz"">Try our pop culture crossword.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/05/crosswords/05bonus-puzzle-icon/05bonus-puzzle-icon-square320.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a>",0
225,"<section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">January 2024 Bonus Puzzle</p><p class=""summary-class css-1hkeunz"">Try our pop culture crossword.</p></section>",0
226,"<a aria-label=""New York Times"" data-testid=""site-index-header"" href=""/""></a>",0
227,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/"">Home Page</a>",0
228,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/world"">World</a>",0
229,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/news-event/coronavirus"">Coronavirus</a>",0
230,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/us"">U.S.</a>",0
231,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/politics"">Politics</a>",0
232,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/nyregion"">New York</a>",0
233,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/business"">Business</a>",0
234,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/technology"">Tech</a>",0
235,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/science"">Science</a>",0
236,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/climate"">Climate</a>",0
237,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/sports"">Sports</a>",0
238,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/interactive/2022/us/fire-tracker-maps.html"">Wildfire Tracker</a>",0
239,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/obituaries"">Obituaries</a>",0
240,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/upshot"">The Upshot</a>",0
241,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/international"">International</a>",0
242,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/ca"">Canada</a>",0
243,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/es/"">Español</a>",0
244,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""https://cn.nytimes.com/"">中文网</a>",0
245,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/todayspaper"">Today's Paper</a>",0
246,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/corrections"">Corrections</a>",0
247,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/trending/"">Trending</a>",0
248,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/opinion"">Today's Opinion</a>",0
249,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/opinion/columnists"">Columnists</a>",0
250,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/opinion/editorials"">Editorials</a>",0
251,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/opinion/contributors"">Guest Essays</a>",0
252,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/opinion/letters"">Letters</a>",0
253,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/opinion/sunday"">Sunday Opinion</a>",0
254,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/spotlight/opinion-video"">Opinion Video</a>",0
255,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/arts"">Today's Arts</a>",0
256,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/arts/design"">Art &amp; Design</a>",0
257,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/books/review"">Books</a>",0
258,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/books/best-sellers/"">Best Sellers Book List</a>",0
259,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/arts/dance"">Dance</a>",0
260,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/movies"">Movies</a>",0
261,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/arts/music"">Music</a>",0
262,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/spotlight/pop-culture"">Pop Culture</a>",0
263,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/arts/television"">Television</a>",0
264,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/theater"">Theater</a>",0
265,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/spotlight/what-to-watch"">What to Watch</a>",0
266,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/video/arts"">Video: Arts</a>",0
267,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/automobiles"">Automotive</a>",0
268,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/crosswords"">Games</a>",0
269,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/education"">Education</a>",0
270,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/food"">Food</a>",0
271,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/health"">Health</a>",0
272,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/jobs"">Jobs</a>",0
273,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/fashion/weddings"">Love</a>",0
274,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/magazine"">Magazine</a>",0
275,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/parenting"">Parenting</a>",0
276,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/realestate"">Real Estate</a>",0
277,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/style"">Style</a>",0
278,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/t-magazine"">T Magazine</a>",0
279,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/travel"">Travel</a>",0
280,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/reader-center"">Reader Center</a>",0
281,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""https://theathletic.com"">The Athletic</a>",0
282,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/wirecutter/"">Wirecutter</a>",0
283,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""https://cooking.nytimes.com"">Cooking</a>",0
284,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/headway"">Headway</a>",0
285,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/spotlight/nyt-events"">Live Events</a>",0
286,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/section/learning"">The Learning Network</a>",0
287,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/spotlight/podcasts"">Podcasts</a>",0
288,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/video"">Video</a>",0
289,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/spotlight/graphics"">Graphics</a>",0
290,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""https://timesmachine.nytimes.com/browser"">TimesMachine</a>",0
291,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""https://store.nytimes.com/"">Times Store</a>",0
292,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/account"">Manage My Account</a>",0
293,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""/gift-articles"">Gift Articles</a>",0
294,"<a class=""css-e9w26l"" data-testid=""accordion-item-list-link"" href=""https://nytlicensing.com/"">NYTLicensing</a>",0
295,"<section aria-labelledby=""site-index-section-label-0"" class=""css-1rr4qq7""><h3 class=""css-1onhbft"" id=""site-index-section-label-0"">news</h3><ul class=""css-1iruc8t"" data-testid=""site-index-section-list""><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/"">Home Page</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/world"">World</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/news-event/coronavirus"">Coronavirus</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/us"">U.S.</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/politics"">Politics</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/nyregion"">New York</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/business"">Business</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/technology"">Tech</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/science"">Science</a></li><li class=""css-ist4u3 smartphone""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/climate"">Climate</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/sports"">Sports</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/interactive/2022/us/fire-tracker-maps.html"">Wildfire Tracker</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/obituaries"">Obituaries</a></li><li class=""css-ist4u3 smartphone""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/upshot"">The Upshot</a></li><li class=""css-ist4u3 smartphone""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/international"">International</a></li><li class=""css-ist4u3 smartphone""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/ca"">Canada</a></li><li class=""css-ist4u3 smartphone""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/es/"">Español</a></li><li class=""css-ist4u3 smartphone""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://cn.nytimes.com/"">中文网</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/todayspaper"">Today's Paper</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/corrections"">Corrections</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/trending/"">Trending</a></li></ul></section>",0
296,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/"">Home Page</a>",0
297,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/world"">World</a>",0
298,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/news-event/coronavirus"">Coronavirus</a>",0
299,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/us"">U.S.</a>",0
300,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/politics"">Politics</a>",0
301,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/nyregion"">New York</a>",0
302,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/business"">Business</a>",0
303,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/technology"">Tech</a>",0
304,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/science"">Science</a>",0
305,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/climate"">Climate</a>",0
306,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/sports"">Sports</a>",0
307,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/interactive/2022/us/fire-tracker-maps.html"">Wildfire Tracker</a>",0
308,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/obituaries"">Obituaries</a>",0
309,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/upshot"">The Upshot</a>",0
310,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/international"">International</a>",0
311,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/ca"">Canada</a>",0
312,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/es/"">Español</a>",0
313,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://cn.nytimes.com/"">中文网</a>",0
314,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/todayspaper"">Today's Paper</a>",0
315,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/corrections"">Corrections</a>",0
316,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/trending/"">Trending</a>",0
317,"<section aria-labelledby=""site-index-section-label-1"" class=""css-1rr4qq7""><h3 class=""css-1onhbft"" id=""site-index-section-label-1"">Opinion</h3><ul class=""css-1iruc8t"" data-testid=""site-index-section-list""><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion"">Today's Opinion</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/columnists"">Columnists</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/editorials"">Editorials</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/contributors"">Guest Essays</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/letters"">Letters</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/sunday"">Sunday Opinion</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/opinion-video"">Opinion Video</a></li></ul></section>",0
318,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion"">Today's Opinion</a>",0
319,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/columnists"">Columnists</a>",0
320,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/editorials"">Editorials</a>",0
321,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/contributors"">Guest Essays</a>",0
322,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/letters"">Letters</a>",0
323,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/opinion/sunday"">Sunday Opinion</a>",0
324,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/opinion-video"">Opinion Video</a>",0
325,"<section aria-labelledby=""site-index-section-label-2"" class=""css-1rr4qq7""><h3 class=""css-1onhbft"" id=""site-index-section-label-2"">Arts</h3><ul class=""css-1iruc8t"" data-testid=""site-index-section-list""><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts"">Today's Arts</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts/design"">Art &amp; Design</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/books/review"">Books</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/books/best-sellers/"">Best Sellers Book List</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts/dance"">Dance</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/movies"">Movies</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts/music"">Music</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/pop-culture"">Pop Culture</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts/television"">Television</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/theater"">Theater</a></li><li class=""css-ist4u3 smartphone""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/what-to-watch"">What to Watch</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/video/arts"">Video: Arts</a></li></ul></section>",0
326,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts"">Today's Arts</a>",0
327,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts/design"">Art &amp; Design</a>",0
328,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/books/review"">Books</a>",0
329,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/books/best-sellers/"">Best Sellers Book List</a>",0
330,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts/dance"">Dance</a>",0
331,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/movies"">Movies</a>",0
332,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts/music"">Music</a>",0
333,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/pop-culture"">Pop Culture</a>",0
334,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/arts/television"">Television</a>",0
335,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/theater"">Theater</a>",0
336,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/what-to-watch"">What to Watch</a>",0
337,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/video/arts"">Video: Arts</a>",0
338,"<section aria-labelledby=""site-index-section-label-3"" class=""css-1rr4qq7""><h3 class=""css-1onhbft"" id=""site-index-section-label-3"">Living</h3><ul class=""css-1iruc8t"" data-testid=""site-index-section-list""><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/automobiles"">Automotive</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/crosswords"">Games</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/education"">Education</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/food"">Food</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/health"">Health</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/jobs"">Jobs</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/fashion/weddings"">Love</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/magazine"">Magazine</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/parenting"">Parenting</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/realestate"">Real Estate</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/style"">Style</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/t-magazine"">T Magazine</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/travel"">Travel</a></li></ul></section>",0
339,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/automobiles"">Automotive</a>",0
340,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/crosswords"">Games</a>",0
341,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/education"">Education</a>",0
342,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/food"">Food</a>",0
